,Risk_Tolerance,Portfolio_Diversity,Age,Annual_Income,Years_Experience,Successful_Investment,Risk_Tolerance_Clean
2714,M,6.0,44.0,72301.80073684035,19.0,0,Medium
2715,Medium,3.0,18.0,0.0,0.0,1,Medium
2716,H,5.0,44.0,68646.36796066104,10.0,0,High
2717,H,2.0,23.0,21779.05180174431,4.0,1,High
2718,Low,7.0,32.0,11544.855500731832,6.0,0,Low
2719,Medium,3.0,34.0,56272.25630225054,2.0,0,Medium
2720,M,2.0,58.0,82064.66002323451,4.0,0,Medium
2721,Medium,5.0,40.0,9856.940054989438,3.0,0,Medium
2722,1,10.0,64.0,150839.4953154579,36.0,1,Medium
2723,high,3.0,26.0,64766.56524764159,6.0,0,High
2724,Unknown,3.0,40.0,80069.6043068571,14.0,0,Medium
2725,2,7.0,51.0,24407.666537651792,26.0,1,Medium
2726,Unknown,4.0,54.0,70153.5823675489,19.0,0,Medium
2727,Low,5.0,55.0,91008.19996050883,11.0,0,Low
2728,,3.0,41.0,0.0,0.0,0,Medium
2729,High,5.0,34.0,50584.58724751379,14.0,0,High
2730,High,1.0,36.0,13188.693050230411,2.0,0,High
2731,M,5.0,55.0,32183.19579347612,10.0,1,Medium
2732,,3.0,53.0,101099.99051320775,2.0,0,Medium
2733,Low,10.0,40.0,60503.016822838414,7.0,0,Low
2734,Unknown,4.0,38.0,54972.4507840324,3.0,0,Medium
2735,Low,8.0,47.0,117494.27935630258,3.0,1,Low
2736,medium,3.0,45.0,42572.19288980978,11.0,0,Medium
2737,Medium,2.0,100.0,229137.655660032,53.0,1,Medium
2738,Low,10.0,44.0,70090.49916849099,22.0,1,Low
2739,High,2.0,30.0,7175.197356824738,4.0,1,High
2740,High,3.0,27.0,34752.398436285504,6.0,0,High
2741,Low,4.0,44.0,21404.16875350708,23.0,0,Low
2742,High,1.0,25.0,40987.53316231107,5.0,1,High
2743,Medium,3.0,46.0,85365.05298274144,11.0,0,Medium
2744,Low,10.0,61.0,77310.66770767645,43.0,1,Low
2745,2,7.0,59.0,115039.31501465234,9.0,0,Medium
2746,High,1.0,50.0,51550.347107278605,1.0,0,High
2747,High,3.0,42.0,38480.46608015192,16.0,1,High
2748,High,3.0,27.0,39935.55470950786,8.0,1,High
2749,Medium,7.0,56.0,169573.34170256642,26.0,0,Medium
2750,Low,7.0,54.0,90249.42700508505,3.0,1,Low
2751,Medium,9.0,44.0,73737.46117439785,19.0,1,Medium
2752,Medium,4.0,55.0,125024.56642082657,10.0,0,Medium
2753,low,7.0,48.0,44891.88666020662,20.0,1,Low
2754,Low,10.0,59.0,78546.9381825076,41.0,1,Low
2755,Medium,3.0,44.0,47632.87105480999,15.0,0,Medium
2756,High,3.0,33.0,39644.74377337438,4.0,0,High
2757,2,9.0,44.0,80433.09512937153,25.0,1,Medium
2758,L,6.0,79.0,94435.81843482675,3.0,0,Low
2759,Medium,2.0,35.0,34349.60018285552,8.0,1,Medium
2760,Low,4.0,59.0,116058.66254083753,19.0,0,Low
2761,Low,8.0,57.0,46808.96800903858,28.0,1,Low
2762,Medium,3.0,36.0,62739.75095128017,11.0,0,Medium
2763,Low,7.0,69.0,159069.46538361945,28.0,1,Low
2764,High,4.0,39.0,56728.0114867924,16.0,1,High
2765,High,1.0,16.0,23137.089379593664,0.0,1,High
2766,High,5.0,19.0,8812.892417953815,1.0,1,High
2767,High,1.0,18.0,60899.14019543957,0.0,0,High
2768,Medium,4.0,41.0,64013.56516720002,11.0,0,Medium
2769,1,5.0,65.0,123829.08203363269,6.0,0,Medium
2770,Unknown,5.0,37.0,80079.29507786906,12.0,1,Medium
2771,L,6.0,51.0,94587.34478503668,11.0,0,Low
2772,Low,7.0,47.0,87588.9337857669,14.0,1,Low
2773,Medium,3.0,50.0,51252.32083952432,29.0,1,Medium
2774,,5.0,66.0,53975.33158509248,1.0,0,Medium
2775,Medium,4.0,47.0,57250.77793891256,10.0,0,Medium
2776,Low,4.0,59.0,118284.04912050311,40.0,1,Low
2777,Medium,4.0,53.0,92024.06822687612,21.0,0,Medium
2778,High,1.0,40.0,67584.98389536259,6.0,1,High
2779,Low,4.0,44.0,118599.84915694028,21.0,1,Low
2780,2,-1.0,37.0,84543.94140568013,11.0,0,Medium
2781,Unknown,8.0,42.0,72384.18851705614,9.0,1,Medium
2782,,7.0,56.0,46395.51082921993,28.0,1,Medium
2783,Low,9.0,61.0,0.0,30.0,1,Low
2784,H,2.0,35.0,65091.648591926016,3.0,1,High
2785,Medium,5.0,30.0,35085.41035049918,0.0,1,Medium
2786,Medium,5.0,36.0,73387.49237720715,8.0,0,Medium
2787,Unknown,3.0,23.0,12689.299588645132,3.0,1,Medium
2788,Low,10.0,34.0,44616.63729444584,1.0,0,Low
2789,Medium,7.0,52.0,2496.782066955649,6.0,0,Medium
2790,High,1.0,45.0,95444.46548220149,35.0,1,High
2791,3,4.0,44.0,89111.19274548438,0.0,1,Medium
2792,,8.0,52.0,105789.0261222868,19.0,0,Medium
2793,Medium,8.0,65.0,68852.94820851892,23.0,0,Medium
2794,Unknown,3.0,42.0,26209.229506558702,21.0,0,Medium
2795,High,5.0,26.0,33741.380710753496,3.0,0,High
2796,M,2.0,48.0,48038.63974137906,5.0,1,Medium
2797,High,2.0,49.0,25796.836190046604,23.0,1,High
2798,3,1.0,51.0,74460.0106775955,0.0,0,Medium
2799,Unknown,8.0,41.0,49447.21178840097,9.0,1,Medium
2800,2,3.0,55.0,84579.05852332173,35.0,1,Medium
2801,Medium,2.0,39.0,34677.42461047495,20.0,1,Medium
2802,1,10.0,57.0,80705.83967682772,19.0,1,Medium
2803,M,2.0,71.0,184906.38991958668,13.0,0,Medium
2804,1,8.0,54.0,65091.648591926016,4.0,1,Medium
2805,High,2.0,28.0,7150.421704478362,0.0,0,High
2806,3,2.0,39.0,45414.39496758657,12.0,0,Medium
2807,LOW,4.0,47.0,91725.68898530722,23.0,0,Low
2808,Medium,7.0,53.0,13654.105500018124,11.0,1,Medium
2809,Low,5.0,61.0,108213.18768510698,30.0,0,Low
2810,2,2.0,41.0,87852.2118256958,5.0,1,Medium
2811,Medium,5.0,34.0,74890.31354630527,11.0,1,Medium
2812,Medium,9.0,39.0,60303.30390135873,0.0,1,Medium
2813,H,2.0,24.0,79597.30602672085,2.0,1,High
2814,High,4.0,36.0,22876.470296824024,6.0,0,High
2815,2,3.0,53.0,88023.4708940242,8.0,1,Medium
2816,Medium,3.0,46.0,91061.9258664944,24.0,0,Medium
2817,Low,8.0,63.0,143450.9226744098,8.0,0,Low
2818,Medium,4.0,49.0,96974.7259912736,12.0,0,Medium
2819,High,1.0,20.0,32125.495432145395,0.0,1,High
2820,High,2.0,44.0,81888.1708023221,1.0,1,High
2821,3,3.0,39.0,72188.8460339091,3.0,0,Medium
2822,Low,8.0,52.0,58020.02492724679,14.0,1,Low
2823,Medium,7.0,29.0,20313.42024814927,9.0,1,Medium
2824,L,6.0,55.0,74739.192220177,29.0,0,Low
2825,high,3.0,41.0,60018.01362666077,8.0,1,High
2826,High,3.0,41.0,62805.43150639126,21.0,0,High
2827,H,1.0,33.0,29500.088551041623,3.0,0,High
2828,Medium,3.0,37.0,76195.7808694957,11.0,0,Medium
2829,1,5.0,51.0,62038.63527224314,5.0,1,Medium
2830,Medium,5.0,53.0,35132.50753099699,26.0,1,Medium
2831,H,5.0,41.0,85218.55692687022,13.0,1,High
2832,1,8.0,49.0,38857.21300557568,23.0,1,Medium
2833,High,6.0,34.0,67525.54075214232,5.0,1,High
2834,2,2.0,38.0,83361.17581744217,15.0,1,Medium
2835,1,7.0,72.0,67809.53820173397,16.0,0,Medium
2836,2,3.0,36.0,69469.16985817063,11.0,0,Medium
2837,Low,6.0,56.0,89545.23706677531,32.0,1,Low
2838,Low,10.0,48.0,65600.0352223169,3.0,0,Low
2839,Low,9.0,58.0,77815.83122580287,10.0,0,Low
2840,MEDIUM,3.0,16.0,36254.183681042574,0.0,1,Medium
2841,Low,6.0,61.0,51891.74626848,39.0,1,Low
2842,LOW,9.0,52.0,63630.19092927128,9.0,1,Low
2843,2,5.0,53.0,48083.96395162337,2.0,0,Medium
2844,,8.0,58.0,118543.63708184006,33.0,1,Medium
2845,2,6.0,44.0,90310.30465627182,25.0,0,Medium
2846,Unknown,2.0,37.0,53042.565821507145,27.0,0,Medium
2847,High,3.0,21.0,18293.72674763554,11.0,0,High
2848,Medium,7.0,57.0,31288.50133664161,34.0,1,Medium
2849,Unknown,3.0,30.0,29526.269827677595,1.0,0,Medium
2850,Medium,2.0,52.0,58418.81156324066,1.0,0,Medium
2851,1,8.0,44.0,60986.78586519248,23.0,1,Medium
2852,2,2.0,43.0,61867.77320200711,21.0,1,Medium
2853,Medium,8.0,57.0,57494.76721951553,7.0,0,Medium
2854,,2.0,50.0,63526.55500182752,11.0,1,Medium
2855,Low,7.0,43.0,81058.79052800508,1.0,1,Low
2856,Medium,5.0,40.0,78985.2405076694,8.0,0,Medium
2857,Medium,2.0,67.0,73819.2991854564,17.0,1,Medium
2858,High,4.0,37.0,17594.391039876544,11.0,0,High
2859,,5.0,48.0,44922.03605851476,21.0,1,Medium
2860,Medium,4.0,35.0,104255.54881587796,11.0,1,Medium
2861,3,3.0,28.0,40660.551936586446,6.0,1,Medium
2862,High,4.0,39.0,13801.481683097114,7.0,0,High
2863,High,6.0,22.0,34926.868831006526,3.0,1,High
2864,L,8.0,47.0,102954.4934591738,29.0,1,Low
2865,High,5.0,28.0,65091.648591926016,7.0,1,High
2866,High,2.0,21.0,28916.685540699928,3.0,0,High
2867,Medium,7.0,63.0,114384.96430962774,14.0,0,Medium
2868,Low,8.0,31.0,96089.96846661712,8.0,0,Low
2869,Low,9.0,29.0,87303.51702205563,5.0,0,Low
2870,High,3.0,44.0,78130.18391581971,20.0,1,High
2871,Medium,15.0,43.0,124311.29659972404,9.0,1,Medium
2872,Low,8.0,61.0,168132.42243574228,43.0,1,Low
2873,M,2.0,39.0,99639.82043992392,6.0,0,Medium
2874,M,3.0,37.0,69552.4825375177,11.0,0,Medium
2875,Low,10.0,41.0,62588.05894749487,21.0,1,Low
2876,Medium,3.0,69.0,99835.5202767866,51.0,1,Medium
2877,MEDIUM,2.0,65.0,61033.11515839901,0.0,0,Medium
2878,Low,5.0,51.0,41002.93212130539,17.0,1,Low
2879,Low,7.0,50.0,104591.3278446204,14.0,0,Low
2880,Medium,6.0,44.0,78632.54483821808,20.0,1,Medium
2881,Medium,5.0,43.0,78945.97912391661,15.0,1,Medium
2882,Unknown,4.0,46.0,67170.52761151313,21.0,0,Medium
2883,1,10.0,50.0,65091.648591926016,10.0,0,Medium
2884,,2.0,46.0,96405.68740242372,2.0,0,Medium
2885,Medium,2.0,51.0,125993.744075215,12.0,1,Medium
2886,Low,10.0,68.0,99425.64715374957,21.0,1,Low
2887,Medium,7.0,46.0,47673.71685764854,10.0,1,Medium
2888,2,8.0,48.0,26375.22687227961,8.0,1,Medium
2889,Medium,7.0,32.0,5954.466820991376,0.0,1,Medium
2890,L,6.0,70.0,62719.86529803656,33.0,1,Low
2891,Medium,8.0,35.0,21935.462652158545,12.0,1,Medium
2892,Low,4.0,41.0,12943.227630932435,13.0,0,Low
2893,High,5.0,46.0,67148.18359506225,28.0,1,High
2894,Low,7.0,60.0,39404.54417155934,2.0,1,Low
2895,Medium,8.0,41.0,109017.99384263414,16.0,0,Medium
2896,1,10.0,57.0,74741.48317937755,12.0,0,Medium
2897,M,4.0,58.0,47653.838726138834,22.0,1,Medium
2898,2,7.0,43.0,85401.33250429702,11.0,1,Medium
2899,Medium,5.0,51.0,65091.648591926016,9.0,1,Medium
2900,Medium,5.0,40.0,106176.16804537152,1.0,0,Medium
2901,H,3.0,30.0,16516.39193567403,11.0,0,High
2902,1,4.0,74.0,96265.27633945076,48.0,1,Medium
2903,3,6.0,33.0,48898.01184102978,13.0,1,Medium
2904,MEDIUM,9.0,53.0,50291.74351671428,27.0,1,Medium
2905,2,4.0,35.0,29058.153013248677,6.0,0,Medium
2906,L,-1.0,69.0,83032.63734146935,12.0,0,Low
2907,Medium,3.0,32.0,71503.78095142107,2.0,0,Medium
2908,Medium,4.0,28.0,47135.81091139008,5.0,1,Medium
2909,Low,7.0,55.0,68837.9186778035,6.0,0,Low
2910,medium,-1.0,38.0,18606.433905800623,8.0,0,Medium
2911,2,4.0,38.0,102508.94619613956,12.0,0,Medium
2912,Low,9.0,38.0,52139.04113087285,7.0,0,Low
2913,Medium,3.0,56.0,45140.298041744,16.0,0,Medium
2914,1,5.0,52.0,86513.03871551757,4.0,0,Medium
2915,3,5.0,27.0,37092.85483668347,7.0,1,Medium
2916,High,6.0,36.0,63861.7301847514,1.0,0,High
2917,Unknown,8.0,46.0,84369.40147021542,22.0,0,Medium
2918,Low,6.0,68.0,133183.9271024217,29.0,0,Low
2919,High,3.0,33.0,6325.070341203184,23.0,1,High
2920,1,10.0,54.0,6733.1450304937935,29.0,1,Medium
2921,low,6.0,46.0,2208.837252525853,19.0,0,Low
2922,3,2.0,48.0,49476.667333569625,15.0,1,Medium
2923,2,6.0,32.0,27387.444415301037,13.0,1,Medium
2924,M,2.0,44.0,61324.215854150185,13.0,0,Medium
2925,LOW,6.0,70.0,113614.5288550936,18.0,0,Low
2926,Medium,3.0,45.0,99811.60928620669,25.0,0,Medium
2927,Low,7.0,54.0,103128.17021243637,1.0,0,Low
2928,,10.0,47.0,57896.4623130468,19.0,1,Medium
2929,2,8.0,37.0,46595.98176150507,11.0,1,Medium
2930,Medium,3.0,46.0,116631.21410351017,8.0,0,Medium
2931,Medium,7.0,60.0,111988.79438718596,31.0,1,Medium
2932,2,7.0,56.0,67781.5797124194,21.0,0,Medium
2933,Medium,8.0,52.0,109413.61812124164,3.0,0,Medium
2934,High,4.0,30.0,15202.692119345666,3.0,0,High
2935,High,1.0,40.0,0.0,16.0,0,High
2936,Medium,8.0,44.0,79835.66640332148,27.0,1,Medium
2937,High,1.0,42.0,65091.648591926016,22.0,0,High
2938,L,8.0,58.0,52625.65264892687,36.0,1,Low
2939,High,2.0,36.0,72601.63220308762,17.0,1,High
2940,Low,9.0,48.0,86520.43352934824,5.0,0,Low
2941,Low,4.0,51.0,45120.61041758888,29.0,1,Low
2942,High,5.0,61.0,128827.27946154877,7.0,0,High
2943,1,6.0,40.0,78790.75162071073,5.0,0,Medium
2944,3,5.0,36.0,65720.08704723975,2.0,1,Medium
2945,L,5.0,55.0,83887.70836181744,29.0,1,Low
2946,Low,9.0,66.0,144590.88096609595,30.0,1,Low
2947,H,2.0,26.0,37952.46762020224,0.0,1,High
2948,3,15.0,27.0,52823.182193656336,4.0,1,Medium
2949,high,3.0,33.0,67726.39157691646,4.0,0,High
2950,1,4.0,42.0,20366.656431561667,10.0,0,Medium
2951,2,4.0,44.0,65091.648591926016,0.0,0,Medium
2952,1,5.0,41.0,65091.648591926016,8.0,0,Medium
2953,Medium,8.0,30.0,7438.554157611958,20.0,1,Medium
2954,M,3.0,48.0,60291.63040672066,30.0,0,Medium
2955,3,4.0,18.0,0.0,0.0,0,Medium
2956,3,1.0,44.0,35564.134831120675,10.0,1,Medium
2957,Low,6.0,64.0,80009.95643941197,14.0,1,Low
2958,2,5.0,45.0,111907.63009792868,20.0,0,Medium
2959,L,6.0,72.0,131893.05344397682,33.0,0,Low
2960,Low,5.0,56.0,71683.35507793073,0.0,0,Low
2961,2,4.0,27.0,82912.30148902333,4.0,1,Medium
2962,,7.0,55.0,58937.5965359662,28.0,0,Medium
2963,3,1.0,36.0,0.0,3.0,1,Medium
2964,M,2.0,47.0,80429.57724744485,8.0,0,Medium
2965,Low,6.0,61.0,89062.19403713087,7.0,0,Low
2966,Low,8.0,69.0,170245.06160455395,25.0,1,Low
2967,2,3.0,59.0,130302.3636554469,33.0,1,Medium
2968,M,5.0,31.0,30241.16764216171,11.0,0,Medium
2969,Medium,5.0,36.0,45686.68368494146,16.0,1,Medium
2970,3,4.0,55.0,48611.59555172333,33.0,1,Medium
2971,High,5.0,29.0,48611.848117606925,10.0,0,High
2972,3,1.0,32.0,51356.59187385511,4.0,0,Medium
2973,2,7.0,22.0,60400.33049973005,3.0,0,Medium
2974,Low,9.0,49.0,70698.12796189137,24.0,1,Low
2975,Medium,7.0,60.0,78231.58572457053,24.0,1,Medium
2976,2,9.0,37.0,68497.96113840578,10.0,0,Medium
2977,Medium,9.0,60.0,157241.54005372024,26.0,1,Medium
2978,Medium,7.0,60.0,81191.50772500341,2.0,0,Medium
2979,LOW,5.0,38.0,49429.544949376286,19.0,1,Low
2980,Low,6.0,49.0,92200.07699369572,29.0,1,Low
2981,High,4.0,29.0,26891.43681451331,3.0,1,High
2982,Low,10.0,37.0,56643.92716440326,13.0,1,Low
2983,2,6.0,39.0,1810345.675427332,6.0,0,Medium
2984,High,5.0,38.0,20883.400638993728,0.0,0,High
2985,Medium,-1.0,44.0,86768.72368780625,4.0,0,Medium
2986,2,3.0,46.0,79692.77157401308,9.0,0,Medium
2987,High,5.0,49.0,87756.2014467532,9.0,0,High
2988,Low,6.0,53.0,47557.10730963128,7.0,1,Low
2989,,8.0,49.0,39078.92233459344,11.0,0,Medium
2990,High,2.0,18.0,38498.77144761158,0.0,0,High
2991,Low,8.0,46.0,106598.43127466268,24.0,0,Low
2992,Low,10.0,67.0,83323.12640898264,29.0,0,Low
2993,Medium,8.0,32.0,93040.817298441,2.0,0,Medium
2994,High,5.0,35.0,79917.79350644007,12.0,0,High
2995,Unknown,5.0,44.0,130879.03231393755,10.0,0,Medium
2996,Low,9.0,54.0,44910.00164702731,9.0,0,Low
2997,Low,4.0,52.0,53680.76885959158,3.0,0,Low
2998,,7.0,45.0,55657.865616353774,13.0,1,Medium
2999,2,5.0,55.0,120200.91381294093,25.0,1,Medium
